latitude,longitude,continent
4.5833,13.6833,4
2.9,11.15,4
15.6167,-16.2167,4
13.7689,-13.6672,4
5.3256,-4.3767,4
10.3833,-12.0833,4
6.6505,-4.71,4
12.8958,-14.9408,4
8.0304,-2.8,4
22.7344,-12.4725,4
7.9611,-6.6731,4
9.5,-7.5667,4
16.5128,-15.805,4
1.6167,16.05,4
14.3167,-16.4167,4
20.5167,-13.05,4
-0.4833,15.9,4
-3.6819,13.3498,4
-4.1536,13.55,4
1.6333,18.0667,4
18.55,-11.4166,4
10.0404,-10.75,4
12.5556,-12.1807,4
-4.35,14.76,4
9.43,-13.098,4
18.0583,-15.9621,4
-2.55,14.75,4
-0.8667,14.8167,4
17.058,-13.909,4
18.0989,-15.9885,4
18.0973,-15.9327,4
16.6667,-9.6167,4
15.167,-12.1833,4
19.747,-14.391,4
16.1503,-13.5037,4
7.0123,-7.4864,4
14.1016,-15.5467,4
12.7081,-15.5569,4
15.6167,-13.3333,4
-4.6519,11.8125,4
10.7361,14.6108,4
5.1704,10.18,4
5.7167,10.9167,4
9.9342,13.9486,4
5.9333,-4.2167,4
3.52,11.5122,4
6.5172,14.2947,4
5.45,10.05,4
5.2,-3.7333,4
6.4669,12.6158,4
6.9903,-5.7442,4
4.7425,11.2247,4
10.65,-14.6167,4
6.3833,10.0667,4
9.1905,-10.12,4
6.5436,-7.4933,4
-4.1806,13.2889,4
9.5928,-5.1944,4
2.95,9.9167,4
8.5504,-9.48,4
6.552,-5.019,4
10.75,-11.1167,4
4.9504,-6.0833,4
5.4667,-3.2,4
4.4333,14.3667,4
8.2833,-7.6833,4
-2.9458,12.7147,4
10.905,-13.043,4
12.8167,-16.2333,4
10.284,14.9298,4
11.44,-11.67,4
10.3804,-13.55,4
4.9333,13.3,4
3.6504,10.7666,4
16.15,-13.5,4
-1.8764,15.8644,4
11.08,-12.401,4
15.3833,-15.2167,4
9.2704,-9.02,4
3.9833,13.1667,4
12.48,-13.296,4
10.653,-9.892,4
17.5504,-14.7,4
8.687,-8.657,4
15.4833,-13.1667,4
2.0337,15.2167,4
-0.0047,15.6228,4
16.5904,-14.27,4
1.6481,14.5806,4
15.5167,-14.9333,4
11.754,-13.213,4
5.35,10.4,4
10.656,-12.272,4
11.299,-10.726,4
12.084,-12.301,4
7.566,-9.2533,4
10.185,-14.043,4
16.2447,-8.1675,4
25.3719,-5.7867,4
7.967,12.2333,4
5.7504,8.9833,4
22.679,-12.707,4
7.8504,13.6,4
25.2333,-11.5833,4
12.11,15.05,4
4.3732,18.5628,4
8.5667,16.0833,4
4.3313,18.5163,4
9.15,18.3833,4
4.2667,15.7833,4
13.8331,20.8347,4
12.2236,21.4144,4
5.7667,20.6833,4
5.95,15.6,4
8.9,17.55,4
11.0333,20.2833,4
6.4833,17.45,4
6.5369,21.9919,4
4.737,22.819,4
8.65,16.85,4
10.2806,15.3722,4
12.1837,18.7,4
3.5337,16.0666,4
7.0006,19.1808,4
5.7378,19.0867,4
3.8833,18,4
6.3172,16.3783,4
13.2139,18.3403,4
9.4,16.3,4
14.1194,15.3133,4
13.6333,16.4833,4
17.93,19.1031,4
5.4,26.5,4
8.4091,20.653,4
13.4586,14.7147,4
14.5275,20.9267,4
10.2837,22.7833,4
4.3167,21.1833,4
11.4028,16.17,4
17.1833,21.5833,4
9.3646,14.9073,4
13,15.7333,4
16.0667,22.8354,4
21.3547,17.0016,4
9.3171,15.8,4
12.8508,17.5608,4
9.6556,14.225,4
4.9333,15.8667,4
9.9153,15.1375,4
9.35,14.9667,4
13.2833,19.6833,4
5.0337,25.1333,4
7.6994,18.6292,4
4.9667,19.9833,4
5.7833,14.8192,4
20.45,16.5167,4
5.267,17.65,4
8.0671,22.4,4
5.617,23.3167,4
36.7764,3.0586,4
-18.9386,47.5214,4
12.3686,-1.5275,4
-17.8292,31.0522,4
2.0408,45.3425,4
12.6458,-7.9922,4
-15.7861,35.0058,4
-15.4167,28.2833,4
0.3136,32.5811,4
13.5086,2.1111,4
0.3901,9.4544,4
-13.9833,33.7833,4
-22.57,17.0836,4
11.1833,-4.2833,4
35.6969,-0.6331,4
-20.1667,28.5667,4
-12.9683,28.6337,4
-12.8208,28.2119,4
36.365,6.6147,4
1.0806,34.175,4
-18,31.1,4
36.4722,2.8333,4
35.55,6.1667,4
36.19,5.41,4
13.5,7.1,4
34.6667,3.25,4
36.9,7.7667,4
-19.8667,47.0333,4
3.03,30.91,4
13.8,8.9833,4
1.7156,44.7703,4
-18.1492,49.4023,4
11.3167,-5.6667,4
35.2,-0.6333,4
34.85,5.7333,4
-15.8667,27.7667,4
-10.1996,31.1799,4
35.4,8.1167,4
-18.9728,32.6694,4
0.0722,42.7506,4
-21.4333,47.0833,4
35.3667,1.3167,4
36.7511,5.0642,4
34.8828,-1.3167,4
36.0667,4.7667,4
-0.3603,42.5489,4
36.8667,6.9,4
31.6333,-2.2,4
12.25,-2.3667,4
36.1528,5.69,4
36.1647,1.3317,4
36.2864,7.9511,4
-15.67,46.345,4
0.6928,34.1808,4
-11.45,34.0333,4
35.7058,4.5419,4
2.7667,32.3056,4
-9.3172,28.7331,4
-12.5447,27.8708,4
35.9333,0.0903,4
-9.3467,28.7344,4
-19.458,29.82,4
36.2675,2.75,4
2.2489,32.9,4
-17.85,25.8667,4
36.7169,4.0497,4
33.3683,6.8675,4
33.8,2.865,4
13.45,-6.2667,4
36.8206,5.7667,4
31.95,5.3167,4
35.7372,0.5558,4
34.8303,0.1517,4
3.1167,43.65,4
-11.1822,28.8833,4
13.5833,-2.4167,4
13.0833,-1.0833,4
36.4619,7.4258,4
-12.5546,28.2604,4
32.4833,3.6667,4
35.7964,7.3928,4
-14.4333,28.45,4
-13.1333,28.4,4
16.9959,7.9828,4
10.6308,-4.7589,4
-0.7167,8.7833,4
14.9,5.2599,4
-23.35,43.6667,4
14.49,-4.18,4
35.4167,7.1333,4
35.2083,4.1739,4
2.7833,45.5,4
35.4,0.1333,4
12.3833,-5.4667,4
-15.3833,35.3333,4
34.1542,3.4969,4
35.4489,2.9044,4
35.8706,7.115,4
-13.6386,32.6453,4
33.6831,1.0192,4
-0.5996,30.65,4
14.45,-11.4167,4
-12.2765,49.3115,4
0.4431,33.2128,4
22.785,5.5228,4
35.6072,1.8106,4
-20.0744,30.8328,4
-13.7829,34.4333,4
12.05,0.3667,4
12.7504,-8.08,4
36.3783,3.8925,4
0.23,29.9883,4
27.8742,-0.2939,4
-0.3296,31.73,4
-17.9167,19.7667,4
-12.1833,26.4,4
12.4667,-3.4667,4
-12.9163,34.3,4
4.736,45.204,4
6.7697,47.4308,4
1.6,11.5667,4
11.7833,-0.3667,4
13.05,3.2,4
3.3004,32.87,4
-17.35,30.2,4
0.4669,34.09,4
16.2667,-0.05,4
0.6092,33.4686,4
-18.1833,31.55,4
-15.2796,23.12,4
-14.4722,35.2639,4
13.0504,-9.4833,4
-17.3,31.3333,4
11.28,49.18,4
-16.8095,26.97,4
14.05,0.05,4
27.6753,-8.1286,4
-1.2496,29.98,4
36.7594,3.4728,4
0.671,30.275,4
0.4004,32.05,4
-1.6333,13.5833,4
3.35,42.2667,4
-17.8,15.6833,4
30.6,2.9,4
33.1,6.0667,4
-9.9329,33.9333,4
3.3614,31.8097,4
16.7733,-2.9994,4
-22.6667,14.5333,4
1.6744,31.715,4
29.25,0.2333,4
27.1936,2.4606,4
1.145,33.7094,4
2.4758,31.1025,4
13.3171,12.6089,4
-20.4642,16.6528,4
-17.5,24.2667,4
11.6667,-1.0667,4
12.8833,-7.55,4
-23.3167,17.0833,4
-22.8166,47.8332,4
36.7669,8.3136,4
36.5942,2.443,4
-0.6883,10.2319,4
-11.6333,34.3,4
3.6504,31.72,4
-11.9,33.6,4
-16.0333,35.5,4
0.7025,32.8886,4
-1.8667,11.055,4
-16.9167,35.2667,4
-13.8167,32.9,4
-9.7024,33.2697,4
0.5904,31.37,4
-2.9331,10.9831,4
14.212,1.4531,4
2.45,31.5,4
0.9472,33.1197,4
-14.3667,34.3333,4
-22.45,18.9667,4
26.508,8.4829,4
0.5667,12.8667,4
-0.8794,30.2642,4
-26.5833,18.1333,4
21.3289,0.9542,4
33.2678,-0.3111,4
-1.1333,12.4833,4
0.9161,31.7742,4
18.4333,1.4,4
-20.945,29.025,4
1.2294,34.2481,4
24.555,9.4853,4
-1.3539,29.6983,4
-10.5496,32.06,4
1.4608,33.9361,4
-15.6167,34.5167,4
-24.6333,17.9667,4
12.5833,-1.3,4
-14.8167,34.6333,4
0.225,32.3136,4
30.08,-2.1,4
-16.0667,35.1333,4
1.8911,33.9661,4
1.3089,32.4564,4
19.5686,5.7722,4
-18.05,13.8333,4
-17.5,14.9833,4
3.4136,30.9599,4
-0.3089,32.225,4
1.6833,33.6167,4
1.7389,33.1594,4
0.5714,33.7417,4
2.5403,34.64,4
1.4356,31.3436,4
-14.9889,34.9591,4
-11.0153,33.7722,4
8.4,48.4833,4
0.4044,32.4594,4
1.3965,34.4509,4
0.7085,30.0634,4
3.4651,31.2469,4
0.3533,32.7553,4
-15.8,35.65,4
-15.6746,35.1407,4
3.5204,34.12,4
-0.4031,31.1572,4
-14.9667,35.5167,4
4.12,43.8878,4
1.0112,34.3311,4
0.9784,34.3743,4
1.0833,42.5833,4
0.8492,32.4731,4
0.4578,33.4806,4
35.3044,-1.14,4
-15.3981,34.6534,4
-13.0364,33.4822,4
-16.035,34.801,4
0.8363,33.6858,4
0.8949,33.5048,4
-17.4797,16.3333,4
1.95,34.95,4
36.2583,1.9583,4
1.3,34.75,4
0.4772,30.1925,4
1.0433,33.7975,4
3.2704,30.9553,4
-13.6532,33.9385,4
0.3375,33.0106,4
0.9378,30.8089,4
1.4167,34.5333,4
36.4481,6.2622,4
1.1667,34.3833,4
0.2398,33.8849,4
1.9845,32.534,4
1.1942,33.9222,4
1.8763,32.0622,4
0.6263,33.6003,4
0.9166,33.9563,4
5.5375,46.3875,4
-0.1578,31.6042,4
0.7008,33.3002,4
1.518,33.4589,4
2.5135,30.9091,4
-0.3831,30.465,4
-1.1883,29.8461,4
0.0044,30.3658,4
-0.1667,31.7569,4
-0.8411,29.9419,4
-0.5853,30.2114,4
0.1818,32.1158,4
-0.9575,29.7897,4
0.9061,34.3578,4
-0.2989,30.1336,4
0.6328,30.6214,4
0.5022,31.0414,4
2.4002,32.8003,4
-0.1539,30.5319,4
2.1178,31.4116,4
34.4167,5.0667,4
-1.1647,30.0378,4
-0.6842,30.07,4
1.3169,34.0506,4
1.6378,32.8448,4
0.5567,31.8022,4
-0.6167,31.55,4
1.9167,33.172,4
0.7806,31.3236,4
-0.0772,31.4567,4
-0.72,31.4839,4
-0.6583,30.4581,4
-0.626,30.4359,4
-18.3592,16.5795,4
-0.4161,31.4081,4
0.7011,32.2481,4
0.1772,31.8811,4
2.2447,33.2547,4
2.0036,33.6511,4
2.7017,33.6761,4
1.4314,33.7772,4
1.816,33.337,4
0.2111,30.4208,4
-0.8686,30.8302,4
-17.6167,18.6,4
1.1517,33.155,4
2.6131,32.3369,4
3.5297,32.8016,4
2.2141,32.3703,4
2.8338,33.3336,4
9.9361,43.1828,4
2.2514,34.2501,4
10.2992,-3.2508,4
2.0525,34.5734,4
-0.2356,30.8725,4
9.56,44.065,4
2.9806,34.1331,4
2.6342,32.0011,4
3.05,33.2167,4
2.5004,33.5007,4
33.9506,5.9242,4
2.8139,31.9387,4
1.9167,34.7833,4
9.5221,45.5336,4
1.1987,31.8062,4
-18.9315,27.807,4
8.4774,47.3597,4
1.0411,30.4811,4
10.6162,47.3679,4
-13.3753,34.0036,4
0.2222,33.2061,4
12.25,-0.4333,4
35.6478,-0.6239,4
-18.9167,29.9833,4
-12.3667,27.8333,4
11.5,-3.5167,4
-22.9494,14.5069,4
36.75,6.2667,4
-18.35,29.9167,4
18.7333,7.3833,4
0.5833,32.5333,4
0.05,32.46,4
-25.0325,46.9833,4
36.7417,3.7231,4
13.7904,5.2599,4
33.55,-0.2833,4
32.75,-0.5833,4
14.1012,-1.6279,4
36.6167,3.5833,4
36.575,2.9097,4
36.7333,7.1,4
13.6739,-6.075,4
13.3333,-1.5333,4
36.4667,4.5333,4
35.8433,5.5219,4
13.7667,-2.0736,4
-15.78,28.18,4
36.6831,3.3681,4
-14.8833,50.2833,4
12.1794,-0.3517,4
11.8878,3.4467,4
11.8047,-0.5489,4
10.3167,-3.1667,4
31.7,6.0667,4
36.1833,5.3167,4
-14.2662,50.1666,4
-17.8329,48.4167,4
-18.3647,26.5,4
-22.2167,30,4
13.3004,-4.9,4
13.2063,-2.3586,4
36.5333,3.8333,4
36.5183,2.9053,4
12.9667,-2.2667,4
-15.4333,49.7333,4
-13.9696,28.66,4
-20.2833,44.2833,4
-20.3333,30.0333,4
11.4177,-7.4832,4
12.25,-0.6167,4
36.7453,4.3711,4
-17.9333,25.8333,4
12.3167,-2.4667,4
3.8005,42.55,4
36.4484,6.6339,4
11.1,-2.1,4
10.2833,-4.9167,4
13.9,-4.55,4
36.9167,3.8833,4
1.1133,44.0303,4
15.665,0.5028,4
-19.0333,29.7833,4
36.7349,3.9556,4
36.5437,3.9523,4
-16.0995,46.6333,4
2.7837,44.0833,4
-13.6786,48.4522,4
13.55,-7.45,4
12.0667,-1.3333,4
-1.5655,13.2,4
36.5891,3.7678,4
36.6367,4.2067,4
16.9004,-0.35,4
36.8,4.2667,4
12.7329,-3.8622,4
-21.0496,31.66,4
-11.83,31.46,4
-21.2167,48.3333,4
13.8064,-10.8322,4
-16.8196,29.68,4
14.7318,0.9195,4
12.0667,1.7833,4
-16.55,35.1332,4
-16.5333,28.8,4
14.0762,5.9586,4
36.762,4.3163,4
36.6876,4.2681,4
-19.5658,18.1036,4
36.6686,3.5922,4
-13.4,48.2666,4
36.7909,4.0669,4
-17.8897,31.2447,4
36.7427,3.9019,4
36.388,5.4108,4
36.75,3.8333,4
36.5333,3.6833,4
36.877,3.7231,4
36.6167,4.0667,4
36.7278,3.5539,4
7.9667,49.85,4
-14.8661,47.9834,4
36.4311,5.36,4
-21.9796,16.91,4
36.5714,4.3097,4
36.5,3.7833,4
36.4583,5.0889,4
15.9167,2.4,4
-19.5162,45.4666,4
-8.84,31.37,4
-9.7795,29.08,4
26.7,0.1667,4
-17.4806,24.3064,4
36.4667,5.65,4
36.6618,3.9848,4
-14.9796,27.07,4
10.974,-4.908,4
27.0217,1.015,4
15.18,-7.28,4
11.1667,-1.15,4
14.2532,13.1108,4
36.2861,5.6071,4
36.6718,4.1918,4
13.6575,6.6958,4
2.0833,11.4833,4
36.5483,3.8942,4
13.0667,-3.0667,4
12.6667,-0.5833,4
11.9333,-8.4167,4
36.85,3.85,4
-22.3996,46.1167,4
36.8961,4.4204,4
36.6675,5.1601,4
36.3,5.295,4
36.3617,4.3307,4
-21.7391,43.3657,4
36.55,4.0833,4
13.7841,2.9515,4
15.7117,-4.9117,4
36.814,4.1588,4
36.5457,4.0571,4
-13.375,50.01,4
-19.25,17.7167,4
15.1833,-9.55,4
36.5811,4.3303,4
13.9874,10.27,4
36.8636,4.2203,4
31.0167,-2.7333,4
36.418,4.3428,4
-14.7796,24.8,4
13.9667,5.6744,4
34.5037,3.4704,4
-11.7396,24.44,4
9.4833,50.8167,4
36.7676,3.7029,4
36.5448,4.0049,4
-26.6478,15.1578,4
26.9833,-0.0333,4
36.8022,4.3227,4
10.9667,-3.25,4
36.7247,3.6153,4
36.5338,4.3701,4
36.3333,4.15,4
-17.3995,15.88,4
-17.7833,15.7667,4
36.7348,4.4386,4
36.8931,4.1225,4
36.3167,4.0667,4
-12.2895,33.17,4
36.3344,5.1806,4
-21.4183,15.9539,4
29.0167,-0.2667,4
36.2631,3.5866,4
36.7581,3.9839,4
36.8624,3.8806,4
36.0833,3.9667,4
12.1833,-4.0833,4
-17.3196,31.57,4
-26.4995,17.15,4
33.1107,6.441,4
-19.0196,30.8973,4
36.6417,4.3416,4
36.5,3.9333,4
-16.1196,23.27,4
12.9714,-0.1436,4
36.7586,4.8933,4
36.6667,4.4167,4
36.2119,4.1106,4
36.6061,4.6389,4
14.0706,5.6715,4
28.05,9.55,4
22.89,4.8472,4
-22,15.6,4
36.6144,5.0872,4
36.6664,4.6972,4
36.4778,4.6333,4
16.4144,-3.6708,4
13.6806,8.5292,4
36.7938,3.9463,4
19.4614,0.8589,4
14.1571,5.3626,4
29.6,0.25,4
36.6909,3.5889,4
15.0408,2.705,4
14.4446,-0.2345,4
14.1542,5.4391,4
-20.1069,16.1503,4
-28.0172,18.7478,4
36.5009,4.2,4
36.3667,4.75,4
-18.0666,44.0167,4
-19.6286,14.8454,4
-24.85,16.9833,4
32.05,-1.25,4
0.8,31.0667,4
13.8718,1.4867,4
36.2693,4.823,4
-28.55,16.4333,4
-19.6381,17.3403,4
14.7328,-6.1219,4
0.7833,11.5667,4
-3.4167,10.65,4
11.5478,-1.775,4
20.2011,1.0125,4
13.4392,0.5289,4
-1.2192,41.8372,4
23.6936,5.1647,4
-0.1296,29.92,4
-20.4869,27.8042,4
15.1337,-10.5666,4
-17.5196,30.97,4
-2.65,10,4
-15.8328,48.8166,4
14.0464,5.9812,4
13.8888,1.0896,4
14.1688,5.199,4
14.0131,5.3185,4
1.7004,32.0699,4
-14.9896,22.68,4
14.8503,5.5636,4
14.2171,9.9702,4
14.3601,5.4975,4
-0.6829,13.7833,4
14.1371,5.0637,4
15.3608,5.2072,4
14.3433,5.7002,4
13.8825,5.1928,4
-13.54,23.1099,4
14.3387,5.5951,4
-21.939,15.853,4
14.6187,5.9375,4
13.3918,3.1952,4
14.2565,8.7943,4
14.8347,5.7036,4
14.0821,5.8153,4
14.2713,6.014,4
14.2283,6.0301,4
14.6811,7.9949,4
13.5572,2.4064,4
-2.3829,11.3833,4
14.3841,5.7345,4
11.8847,3.5931,4
14.4179,5.6135,4
13.9109,7.9719,4
13.7795,5.2077,4
14.3671,5.8841,4
14.3234,5.8087,4
14.7398,5.4578,4
14.5007,5.9857,4
14.4525,5.6604,4
13.9872,11.3333,4
13.6702,8.3627,4
13.8146,10.5399,4
13.4334,7.1399,4
-13.4596,25.82,4
13.6127,6.4177,4
14.6338,4.9575,4
14.1094,5.9159,4
14.1938,6.0669,4
14.6416,8.7449,4
13.407,9.4426,4
12.1733,3.4633,4
14.2697,5.0383,4
14.3145,1.2988,4
-24.2162,45.3166,4
18.9,-3.5299,4
-14.3896,23.24,4
1.0171,13.9333,4
22.6666,-3.9834,4
-1.5662,9.25,4
-21.4329,44.3333,4
9.5004,49.166,4
-14.5495,30.81,4
-16.7495,44.4833,4
12.617,-11.4066,4
3.7666,47.3,4
11.967,50.75,4
-25.0219,44.0749,4
10.5667,51.1333,4
-0.3329,10.3832,4
21.015,12.3075,4
30.0444,31.2358,4
6.45,3.4,4
-4.3317,15.3139,4
-8.8383,13.2344,4
-6.8,39.2833,4
24.65,46.71,4
15.6031,32.5265,4
29.987,31.2118,4
-1.2864,36.8172,4
31.2,29.9167,4
-26.2044,28.0416,4
33.5992,-7.62,4
21.5428,39.1728,4
12,8.5167,4
9.0272,38.7369,4
7.3964,3.9167,4
15.6167,32.48,4
5.6037,-0.187,4
6.6833,-1.6167,4
-5.8961,22.4167,4
0.05,37.65,4
-11.6697,27.4581,4
21.4225,39.8261,4
-6.1209,23.5967,4
5.1167,7.3667,4
6.1667,6.7833,4
32.05,-7.4,4
-8.7833,13.3667,4
-26.2678,27.8586,4
9.0556,7.4914,4
-4.05,39.6667,4
11.8333,13.15,4
-25.9153,32.5764,4
25.3,51.5333,4
24.4667,39.6,4
-1.9536,30.0606,4
6.3176,5.6145,4
32.8752,13.1875,4
34.0433,-5.0033,4
7.5304,5.76,4
9.4075,-0.8533,4
-26.6736,27.9319,4
36.8008,10.18,4
-25.9667,32.4667,4
8.1333,4.25,4
30.1286,31.2422,4
4.75,7,4
15.3333,38.9167,4
-25.7464,28.1881,4
34.0253,-6.8361,4
-33.925,18.425,4
-6.1835,35.746,4
-29.1,26.2167,4
-24.6569,25.9086,4
26.0928,-10.6089,4
31.05,31.3833,4
35.7767,-5.8039,4
15.6333,32.6333,4
0.5153,25.1911,4
31.6295,-7.9811,4
5.4833,7.0333,4
26.4333,50.1,4
7.15,3.35,4
34.05,-6.8167,4
6.6186,3.3426,4
7.25,5.195,4
8.5,4.55,4
5.5167,5.75,4
-14.9167,13.5,4
10.5105,7.4165,4
-29.6009,30.3796,4
-15.1167,39.2667,4
7.7597,4.5761,4
6.4403,7.4942,4
10.3158,9.8442,4
-12.7667,15.7333,4
25.3608,49.5997,4
8.9195,11.3264,4
-5.0333,18.8167,4
32.1167,20.0667,4
29.8419,31.3342,4
9.9333,8.8833,4
-29.8583,31.025,4
23.4895,46.7564,4
19.6158,37.2164,4
21.2667,40.4167,4
-12.55,13.4167,4
-5.5667,12.2,4
28.3838,36.555,4
15.45,36.4,4
31.25,32.2833,4
33.8833,-5.55,4
29.9667,32.5333,4
-9.0689,13.1608,4
-8.9167,13.1833,4
7.4667,4.5667,4
34.6867,-1.9114,4
12.05,24.8833,4
26.3333,43.9667,4
4.95,8.325,4
30.7833,31,4
-2.4908,28.8428,4
7.6167,5.2167,4
-19.8333,34.85,4
-27.9831,26.7208,4
34.25,-6.5833,4
5.05,7.9333,4
13.0622,5.2339,4
35.0381,9.4858,4
30.4167,-9.5833,4
-10.9833,26.7333,4
13.1833,30.2167,4
-10.7167,25.4667,4
-3.3667,36.6833,4
-0.1,34.75,4
11.0667,7.7,4
27.1869,31.1714,4
-2.5167,32.9,4
9.2,12.4833,4
-12.3597,13.5308,4
-9.6589,20.3934,4
35.5667,-5.3667,4
7.8333,3.9333,4
27.5236,41.7001,4
12.1667,6.6667,4
26.5196,50.0115,4
5.5333,7.4833,4
14.0333,35.3833,4
-13.1117,14.3672,4
13.17,32.66,4
-33.0153,27.9116,4
0.4911,29.4731,4
-26.0936,28.0064,4
8.55,39.2667,4
29.3,30.8333,4
14.4,33.51,4
-0.2833,36.0667,4
8.5,8.5167,4
34.41,-2.89,4
-26.1625,27.8725,4
9.6139,6.5569,4
12.6,37.4667,4
13.4969,39.4769,4
33.9234,-6.9076,4
-7.6087,15.0613,4
-14.6556,17.6842,4
12.9889,7.6008,4
30.5833,31.5167,4
32.2833,-9.2333,4
-33.9581,25.6,4
-5.8167,13.4833,4
